date,time,P_test,packid,packids,P_predicted,ratio,severe
2024/6/6,10.0137,13,PACK-1005,"[PACK-1005, PACK-2005]",905.42889404296875,0.01435783647454823,74.8554878009043
2024/6/3,10.0055,42,PACK-1002,"[PACK-1002, PACK-2002]",905.42889404296875,0.046386856302386585,51.40928258446766
2024/6/9,10.0219,72,PACK-1008,"[PACK-1008, PACK-2008]",905.42889404296875,0.07952032508980557,40.61295256981392
2024/6/5,10.011,74,PACK-1004,"[PACK-1004, PACK-2004]",905.42889404296875,0.08172922300896684,40.07587308605163
2024/6/2,10.0027,130,PACK-1001,"[PACK-1001, PACK-2001]",905.42889404296875,0.14357836474548227,28.814785941023384
2024/6/10,10.0247,321,PACK-1009,"[PACK-1009, PACK-2009]",905.42889404296875,0.3545281160253832,10.714652487534718
2024/6/8,10.0192,324,PACK-1007,"[PACK-1007, PACK-2007]",905.42889404296875,0.3578414629041251,10.534104634288441
2024/6/1,10,370,PACK-1000,"[PACK-1000, PACK-2000]",905.42889404296875,0.4086461150448342,7.898114837369629
2024/6/4,10.0082,483,PACK-1003,"[PACK-1003, PACK-2003]",905.42889404296875,0.5334488474774457,2.55964187708358
2024/6/7,10.0164,524,PACK-1006,"[PACK-1006, PACK-2006]",905.42889404296875,0.5787312548202517,0.9219412637141886
